,Location,Name,Rooms,Guests,Pets,Wifi,Free_parking,Refrigerator,Kitchen,Smoke_alarm,Cooling,Heating,TV,Bed_lines,Washer,Super_host,Price,Review_count,Total_rate
138,San Antonio,Apartment in San Antonio,1,3,False,True,True,True,True,,True,True,True,True,True,True,590,242,4.95
139,San Antonio,Room in San Antonio,1,1,False,True,True,True,True,True,True,True,,,True,True,154,224,4.88
140,San Antonio,Room in San Antonio,1,2,False,True,True,,True,True,True,True,True,True,,False,164,178,4.9
141,Cibolo,Room in Cibolo,1,2,True,True,True,True,True,,True,True,True,True,True,False,139,91,4.92
142,San Antonio,Room in San Antonio,1,1,False,True,True,True,True,True,True,True,,True,,False,148,29,4.66
143,San Antonio,Apartment in San Antonio,1,2,False,True,True,True,True,,True,True,True,True,True,True,399,28,4.96
144,San Antonio,Guesthouse in San Antonio,2,5,False,True,True,True,True,,True,True,True,True,,True,299,197,4.88
145,San Antonio,Apartment in San Antonio,2,4,False,True,True,True,True,,True,True,True,True,True,True,281,68,4.84
146,San Antonio,Apartment in San Antonio,1,3,False,True,True,True,True,,True,True,True,True,True,False,386,2,4.5
147,San Antonio,Apartment in San Antonio,1,2,True,True,True,True,True,,True,True,True,True,True,True,297,152,4.82
148,San Antonio,Guesthouse in San Antonio,1,2,False,True,True,True,True,,True,True,True,True,True,False,198,15,4.73
149,San Antonio,Condo in San Antonio,2,4,False,True,True,True,True,,True,True,True,True,,True,340,19,4.89
150,San Antonio,Apartment in San Antonio,1,2,False,True,True,True,True,,True,True,True,True,True,True,339,104,4.93
151,Cibolo,Room in Cibolo,1,2,True,True,True,True,True,,True,True,True,True,True,False,139,91,4.92
152,Converse,Room in Converse,1,2,False,True,True,,,True,True,True,True,True,,False,136,11,5.0
153,San Antonio,Apartment in San Antonio,2,4,False,True,True,True,True,,True,True,True,True,,False,312,162,4.69
154,San Antonio,Apartment in San Antonio,2,4,False,True,True,True,True,,True,True,True,True,True,True,730,68,4.97
155,Converse,Place to stay in Converse,1,2,False,True,True,True,True,,True,True,True,True,True,True,123,38,5.0
156,San Antonio,Room in San Antonio,1,1,False,True,True,,True,True,True,,True,,,False,152,0,0.0
157,San Antonio,Apartment in San Antonio,1,3,False,True,True,True,True,,True,True,True,True,True,True,319,334,4.85
158,San Antonio,Tiny home in San Antonio,1,2,True,True,True,True,True,,True,True,True,True,,False,196,5,4.6
159,San Antonio,Apartment in San Antonio,1,4,False,True,True,True,True,,True,True,True,True,True,False,372,1,5.0
160,San Antonio,Apartment in San Antonio,1,2,False,True,True,True,True,,True,True,True,True,True,True,319,74,4.81
161,San Antonio,Room in San Antonio,1,1,False,True,True,True,True,True,True,True,,True,,False,148,29,4.66
162,San Antonio,Guesthouse in San Antonio,2,5,False,True,True,True,True,,True,True,True,True,,True,299,197,4.88
